,구,지점명,주소,위도,경도
89,강남구,선릉스타점,서울특별시 강남구 봉은사로50길 19 제지하1층(역삼동),37.5088717,127.0434356
90,강남구,선릉오성점,서울특별시 강남구 선릉로 510 오성빌딩 1층 101호(삼성동),,
91,강남구,세곡리엔점,서울특별시 강남구 헌릉로590길 11 103호,37.4636638,127.1044593
92,강남구,세븐포이3호점,서울특별시 강남구 논현로 12길 19-9(개포동),37.4753423,127.0486365
93,강남구,수서사이룩스점,서울특별시 강남구 광평로 295 (수서동),37.48843979999999,127.1041681
94,강남구,수서역사1호점,서울특별시 강남구 광평로 지하 270 수서역사 지하1층 맞이방층 (수서동),,
95,강남구,수서역사2호점,서울특별시 강남구 광평로 지하 270 수서역사 지하2층 1번승강장 (수서동),37.4874685,127.1013245
96,강남구,수서역사3호점,서울특별시 강남구 광평로 지하 270 수서역사 지하2층 3번승강장 (수서동),37.4874685,127.1013245
97,강남구,수서역사4호점,서울특별시 강남구 광평로 지하 270 수서역사 지하2층 5번승강장(수서동),37.4874685,127.1013245
98,강남구,수서역사5호점,서울특별시 강남구 광평로 지하 270 지하2층 맞이방 내 일부(승강장입구)(수서동),37.485319,127.0939179
99,강남구,수서효성점,서울특별시 강남구 광평로 281 (수서동),37.4879723,127.1026505
100,강남구,신논현강남점,"서울특별시 강남구 봉은사로 140 1층 101,102,103,116,117,118호(역삼동)",37.5058877,127.0301071
101,강남구,신사4호점,서울특별시 강남구 도산대로15길 7 (신사동),37.5187027,127.0237964
102,강남구,신사5호점,서울특별시 강남구 강남대로162길 45 (신사동),37.5211006,127.0219709
103,강남구,신사가로수점,서울특별시 강남구 압구정로 114 신사빌딩 1층,37.5232467,127.0212902
104,강남구,신사대로점,"서울특별시 강남구 도산대로 157 지상1층(신사동, 신웅타워2)",37.5189909,127.0256365
105,강남구,신사로데오점,서울특별시 강남구 언주로172길 15 1층(신사동),37.5278076,127.0351838
106,강남구,신사본점,서울특별시 강남구 도산대로 124 대영빌딩 1층,37.5167639,127.0224944
107,강남구,신사한나래점,서울특별시 강남구 논현로 159길 10 (신사동),37.5230775,127.0273245
108,강남구,신사한남점,서울특별시 강남구 강남대로 632 (신사동) 106호,37.5182046,127.019356
109,강남구,압구정11호점,서울특별시 강남구 압구정로18길 5 (신사동),37.5245399,127.024372
110,강남구,압구정12호점,서울특별시 강남구 선릉로 157길 31 (신사동),37.5262182,127.0371683
111,강남구,압구정2점,서울특별시 강남구 압구정로28길 28 1층 지상 전체(신사동),37.5247342,127.0274998
112,강남구,압구정8호점,서울특별시 강남구 언주로 167길 21 (신사동),37.5263111,127.0313395
113,강남구,압구정로데오점,서울특별시 강남구 압구정로 344 (신사동),37.5276617,127.0398378
114,강남구,압구정본점,서울특별시 강남구 논현로157길 26 1층 101호(신사동),37.5221189,127.0259092
115,강남구,압구정칼릭스점,"서울특별시 강남구 논현로 164길 38 (신사동, 칼릭스빌)",37.5226113,127.0312222
116,강남구,역삼10호점,서울특별시 강남구 테헤란로19길 10 (역삼동),37.5007271,127.0337013
